C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_46_823.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_46_823.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_46_823.jpg, -0.01889767, 0, 0, 16.87465
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_46_924.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_46_924.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_46_924.jpg, 0, 0, 0, 16.51296
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_025.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_025.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_025.jpg, 0, 0, 0, 16.55884
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_124.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_124.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_124.jpg, 0, 0.2380245, 0, 16.28094
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_228.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_228.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_228.jpg, 0, 0.5373858, 0, 16.78384
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_329.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_329.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_329.jpg, 0, 0.839274, 0, 17.34737
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_430.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_430.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_430.jpg, 0, 1, 0, 18.3972
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_535.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_535.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_535.jpg, -0.1619823, 1, 0, 19.3993
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_637.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_637.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_637.jpg, -0.3591972, 1, 0, 20.33221
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_739.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_739.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_739.jpg, -0.066588, 1, 0, 21.33457
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_843.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_843.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_843.jpg, 0, 1, 0, 22.51727
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_47_943.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_47_943.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_47_943.jpg, -0.3050358, 1, 0, 23.45939
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_044.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_044.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_044.jpg, -0.148383, 1, 0, 24.39061
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_146.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_146.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_146.jpg, -0.067272, 1, 0, 25.34759
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_250.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_250.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_250.jpg, -0.3655465, 1, 0, 26.25346
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_351.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_351.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_351.jpg, -0.5597643, 1, 0, 26.99411
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_456.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_456.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_456.jpg, -0.2588656, 1, 0, 27.91483
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_557.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_557.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_557.jpg, 0, 0.8211749, 0, 28.78401
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_659.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_659.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_659.jpg, 0, 0.5157614, 0, 29.30715
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_761.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_761.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_761.jpg, -0.3080643, 0.1658305, 0, 29.42663
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_864.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_864.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_864.jpg, -0.6139081, 0, 0, 28.98433
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_48_965.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_48_965.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_48_965.jpg, -0.409339, 0, 0, 28.5586
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_067.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_067.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_067.jpg, -0.1045531, 0, 0, 28.29066
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_171.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_171.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_171.jpg, -0.3988129, 0, 0, 27.98986
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_274.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_274.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_274.jpg, -0.5681368, 0, 0, 27.52018
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_374.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_374.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_374.jpg, -0.2680128, 0, 0, 27.24058
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_475.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_475.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_475.jpg, 0.2881947, 0, 0, 26.82651
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_577.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_577.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_577.jpg, 0.5823579, 0, 0, 26.27444
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_680.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_680.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_680.jpg, 0.7906549, 0, 0, 25.60906
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_783.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_783.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_783.jpg, 0.4246332, 0, 0, 25.19324
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_884.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_884.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_884.jpg, -0.2546997, 0, 0, 24.77913
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_49_985.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_49_985.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_49_985.jpg, -0.5568282, 0, 0, 24.2474
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_50_087.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_50_087.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_50_087.jpg, -0.8470878, 0, 0, 23.60996
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_50_187.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_50_187.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_50_187.jpg, -0.8509859, 0, 0, 22.95362
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_50_290.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_50_290.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_50_290.jpg, -0.5599071, 0, 0, 22.68293
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_50_392.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_50_392.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_50_392.jpg, -0.2574585, 0, 0, 22.50319
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_50_492.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_50_492.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_50_492.jpg, 0, 0, 0, 22.25669
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_50_592.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_50_592.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_50_592.jpg, -0.0151923, 0, 0, 22.02137
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_50_694.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_50_694.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_50_694.jpg, -0.3185478, 0, 0, 21.7686
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_50_796.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_50_796.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_50_796.jpg, -0.02825279, 0, 0, 21.54509
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_50_899.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_50_899.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_50_899.jpg, 0, 0.2621988, 0, 21.46069
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_002.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_002.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_002.jpg, 0, 0.6175103, 0, 21.84495
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_102.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_102.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_102.jpg, 0, 0.9180998, 0, 22.54378
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_205.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_205.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_205.jpg, 0, 1, 0, 23.51892
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_306.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_306.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_306.jpg, -0.1335867, 1, 0, 24.48376
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_409.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_409.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_409.jpg, -0.1967286, 1, 0, 25.3849
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_510.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_510.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_510.jpg, 0, 0.7122892, 0, 26.18501
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_615.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_615.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_615.jpg, 0, 0.4145307, 0, 26.61454
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_718.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_718.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_718.jpg, 0, 0.1192305, 0, 26.68191
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_823.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_823.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_823.jpg, 0.1585791, 0, 0, 26.37572
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_51_928.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_51_928.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_51_928.jpg, 0.4564422, 0, 0, 25.98747
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_029.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_029.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_029.jpg, -0.0362268, 0, 0, 25.68318
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_133.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_133.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_133.jpg, -0.3365478, 0, 0, 25.29021
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_238.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_238.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_238.jpg, -0.6303219, 0, 0, 24.76801
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_343.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_343.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_343.jpg, -0.9972404, 0, 0, 23.97163
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_445.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_445.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_445.jpg, -0.6916887, 0, 0, 23.55085
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_545.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_545.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_545.jpg, -0.3909561, 0, 0, 23.36399
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_646.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_646.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_646.jpg, -0.08828816, 0.3026679, 0, 23.31109
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_748.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_748.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_748.jpg, 0, 0.6061443, 0, 23.5829
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_852.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_852.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_852.jpg, 0, 0.8998454, 0, 24.23666
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_52_955.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_52_955.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_52_955.jpg, 0, 1, 0, 25.18408
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_062.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_062.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_062.jpg, 0.3599322, 1, 0, 26.24652
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_165.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_165.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_165.jpg, 0.1683276, 1, 0, 27.12757
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_269.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_269.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_269.jpg, 0, 1, 0, 28.0553
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_372.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_372.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_372.jpg, 0, 1, 0, 28.97797
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_473.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_473.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_473.jpg, 0, 1, 0, 29.89437
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_574.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_574.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_574.jpg, 0, 1, 0, 30.19033
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_678.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_678.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_678.jpg, 0, 1, 0, 30.19031
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_782.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_782.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_782.jpg, 0, 1, 0, 30.19027
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_885.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_885.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_885.jpg, 0, 1, 0, 30.19026
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_53_989.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_53_989.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_53_989.jpg, 0, 1, 0, 30.19032
C:\Projects\SelfDrivingCar\myData\IMG\center_2025_12_21_20_29_54_093.jpg, C:\Projects\SelfDrivingCar\myData\IMG\left_2025_12_21_20_29_54_093.jpg, C:\Projects\SelfDrivingCar\myData\IMG\right_2025_12_21_20_29_54_093.jpg, -0.08424541, 1, 0, 30.18853
